-0.009940159	-0.03620746	-0.0040896907	0.04588555	0.018794384	0.0019276738	-0.0496626	-0.04779445	-0.016242098	0.044796314	0.017416563	0.03508346	0.045644585	0.011507988	0.04571731	-0.036024652	-0.041669738	0.0052239075	-0.017111361	-0.0109784715	0.01761749	0.0050475486	-0.02992413	-0.03852413	0.028988805	0.047942225	-0.024807943	-0.04427713	0.037287448	0.009437643	0.019299354	0.030142728	0.042096246	0.02351493	-0.042825796	-0.044618573	0.020934116	-0.04264182	-0.04240917	-0.048262276	-0.008281685	-0.010172177	0.0454499	-0.030103743	0.046956483	0.019354675	0.00078425556	-0.015633047	0.028103922	0.041614924	0.010965336	0.04278144	-0.017788399	0.0154838	-0.029611541	0.025922503	-0.0053453445	0.03269751	0.03597864	0.008893572	-0.038308334	0.045112792	0.0034378655	0.0013847947
0.43651646	0.31063807	-0.18086892	-0.22997734	-0.21003206	-0.02568821	0.40214118	0.033272255	0.36325306	-0.25666967	0.2990074	0.26139548	0.1777556	-0.18258502	-0.16029188	0.19598831	0.47671556	0.4174301	-0.16236076	-0.28094405	0.16834265	-0.13240749	0.13618845	-0.41596058	-0.22291209	-0.09453423	0.50759196	0.42121682	0.15405846	-0.08560097	0.055675656	0.009638123	0.37252492	0.024294132	0.394917	-0.28879634	0.078409	-0.13035066	0.5573729	-0.19253218	-0.07167903	-0.35363472	-0.21336389	0.32731894	-0.14560263	-0.2025085	-0.048655633	-0.29189214	-0.035422314	0.15127295	-0.14721951	0.27815372	0.27193004	0.46143657	0.30648756	-0.3410855	-0.1752638	-0.291625	0.18871316	-0.30722606	-0.49334115	-0.22791746	-0.46207303	-0.37579837
0.2304367	0.012145327	0.36211747	0.27912635	0.17066388	0.37031037	0.2076188	0.04783559	-0.26978555	-0.32789215	0.3605898	0.13443744	-0.02689573	-0.5893455	0.4718893	-0.08292952	0.20884556	0.27843946	0.24679217	-0.37309277	-0.17461807	-0.35249886	-0.06581226	-0.2707028	0.376955	-0.20787758	-0.0061525796	0.23325221	0.32852107	0.06811856	0.27699134	0.4035013	0.1331502	-0.3314238	-0.15957476	-0.32279748	0.18210769	-0.5085794	-0.19993946	-0.3880029	-0.36069807	-0.1963622	0.17109182	0.056578048	0.21205764	-0.47528866	0.4593837	-0.42944154	0.05845516	-0.4124453	0.41071883	0.28688118	0.45860237	0.4693952	-0.54216844	-0.34465697	0.26011455	-0.36757317	0.012779714	-0.34340876	0.48797277	0.18019612	-0.20121023	-0.03203803
0.25052923	-0.29506862	0.13665001	-0.27043086	0.004940196	0.06633915	0.12845942	0.30630875	-0.38059384	0.34776926	0.36382842	0.39545068	0.14307128	0.36026204	0.37417632	0.1301062	0.31651035	0.27498668	0.16616568	0.18599698	0.521272	-0.13724653	0.21694992	-0.3655854	0.07078614	-0.3499874	-0.295669	0.17764902	0.4629365	-0.24769522	0.0457066	0.19364892	-0.042951383	-0.47251874	0.37837783	-0.19315664	-0.4031038	0.06458178	0.22215466	0.09726458	-0.49001777	-0.07370396	0.1348189	-0.0972942	0.019759983	-0.3648989	-0.03668374	-0.22904994	0.20331812	-0.10179671	0.34500533	-0.38414896	0.030829454	0.2639613	-0.10889355	-0.11454054	-0.1276487	-0.37917402	0.2053513	-0.1505955	-0.07855121	0.47134107	0.15167867	0.3171604
0.31949213	-0.36637855	0.3122346	0.1569577	-0.0792288	-0.26934138	0.14711952	0.40529293	-0.4839938	-0.5085715	0.022877948	0.41586742	0.36244017	0.14934348	0.2137459	0.4751603	0.18318292	0.47296914	-0.021868316	0.2455757	0.08512999	0.49396858	0.30389702	-0.26300067	-0.060984176	-0.24522747	-0.3464023	-0.39858392	0.16948965	-0.46961904	0.02140786	0.24603292	-0.4172907	-0.38532248	0.3246931	-0.36458802	-0.45049244	0.17521754	0.32384488	-0.26544544	-0.48936373	-0.52834445	0.36378083	0.32310697	0.36734855	-0.22944619	-0.52350265	-0.27495337	0.44920707	-0.3430277	0.5233122	0.2732941	-0.26184592	-0.47266424	0.34723198	0.3505722	-0.47655874	0.24527144	0.39415443	-0.326921	-0.12200278	0.4239465	-0.012184499	-0.16883987
-0.38020587	-0.43521038	0.12076923	0.30107608	0.103353925	0.2082579	0.29589498	0.18672188	-0.20760325	-0.14875214	-0.2593224	0.23080997	0.3273331	-0.26583722	0.23974925	-0.464904	-0.16142921	0.5085463	-0.46170303	0.28861082	-0.31980425	0.2988527	0.21001166	-0.33482975	-0.1543684	-0.4029399	0.16627774	0.22006802	-0.22505975	0.28858936	0.10068836	0.17164873	0.38276705	-0.2446834	-0.376114	-0.0629483	-0.1322901	0.22544555	-0.10748479	0.10733667	0.14898078	-0.39854726	0.263031	0.3039096	0.24013196	-0.16569345	0.08318532	0.48310292	0.2836112	0.014042275	0.42058936	0.14885886	0.3296363	0.12072752	-0.46471682	0.27955273	-0.20405996	0.3125445	0.06852101	-0.2752846	0.07780982	-0.31663156	0.12872735	-0.3419249
0.38355932	-0.13400857	0.22354744	-0.33187294	-0.0011653043	0.00021560572	0.23981503	0.11565862	-0.21174376	-0.11028055	-0.1722931	0.32933998	0.43080136	-0.31695542	0.030523393	0.22427951	0.19568719	0.34396994	0.088717155	-0.26311016	0.21641535	-0.1265672	0.3449795	0.0046379203	0.2720929	-0.20432979	0.44705373	0.34856266	0.123089425	0.41704533	0.24808459	-0.42705777	0.07019091	0.29572588	-0.34458667	-0.45848617	-0.11268177	-0.20100404	0.23772296	-0.30605575	-0.24130425	-0.3919381	-0.07883665	0.44896457	0.07874056	0.22239426	0.29240867	-0.34813845	-0.19321412	-0.047177866	0.0881187	-0.40351862	0.1683607	0.3477033	0.023186317	-0.32936567	0.062004983	-0.39564505	0.021225726	0.19005002	0.3506153	0.2585867	-0.18240863	-0.3154503
0.04915199	0.017761301	0.044029716	-0.00458033	-0.04998485	-0.029424012	0.046894897	-0.032824684	-0.045436084	-0.025111927	-0.033941343	-0.04034152	-0.029388284	-0.021818196	-0.04070853	0.032852504	0.0125234015	-0.036759507	-0.044524778	0.022992622	-0.023135936	0.042385567	0.020644378	0.019399311	-0.046134938	-0.02379545	-0.045422472	0.014593091	-0.023886789	0.009215437	0.03541751	0.018207002	0.020391677	-0.04163115	0.017584156	-0.025562013	-0.045533884	-0.04004977	-0.027235722	0.021066297	0.021711875	-0.047832645	-0.04673971	0.010406159	0.0060718544	0.038028304	-0.021129334	0.0021387115	0.008759748	0.03685907	0.045039985	0.026874315	-0.02967521	-0.008599542	0.03146967	0.03166083	0.024452213	0.038839582	0.032549117	0.027506735	-0.037829053	0.0119070895	-0.021350432	0.018422816
-0.27798876	-0.18226838	-0.23665516	-0.2254335	-0.3804546	0.08120192	0.3948788	0.074498504	-0.4250294	0.283773	-0.02719842	-0.08226129	-0.104203366	-0.10962622	0.19612882	-0.026774174	0.0609829	-0.0883151	0.09782539	0.3243289	0.11534197	-0.3202006	0.30461168	0.101416446	0.32290632	-0.25137952	-0.019643066	-0.17116052	-0.010304353	0.094065875	0.15671976	0.08574543	-0.24411	-0.24460524	0.05274479	0.13031982	0.08108667	-0.27137542	0.0017438149	0.014548161	-0.28059733	-0.038229976	0.14277539	0.107733265	0.22418793	-0.36618435	0.2627967	0.26299053	-0.13475819	-0.10818344	0.15557538	-0.18185657	0.14221779	0.22681184	0.35165727	-0.24496354	-0.2786543	-0.16662717	-0.01226116	-0.17285232	-0.027201882	0.35029534	-0.1443116	0.046458814
0.4064875	0.08502732	-0.16545385	-0.40524346	0.08299792	0.31668684	0.23331839	0.401526	-0.44339967	-0.2265216	0.69147044	0.4335058	0.33832958	0.10610825	0.0965104	-0.1034075	0.35150355	0.39040795	-0.32552588	0.43624184	0.43566978	-0.2705707	0.3965626	-0.643414	0.4607127	-0.24520878	-0.2489454	-0.4663202	0.42160022	-0.19803539	0.2725671	-0.34867525	-0.35538825	-0.4601498	0.25687158	-0.40984416	0.31839767	-0.45998338	-0.025081959	-0.38106376	-0.38364285	-0.28548962	0.48420307	-0.31031498	0.13707408	0.17884155	0.10879426	0.339934	0.4754408	-0.44864976	-0.23733327	-0.45661548	0.16938299	0.34208342	0.42577538	-0.41078472	0.3372758	-0.34401074	0.2951562	0.08069247	-0.35700238	0.38791272	-0.44488895	-0.16867568
